EPOCH                             DENSITY   TEMPERATURE        VR_RTN        VT_RTN        VN_RTN
dd-mm-yyyy hh:mm:ss.mil.mic         cm^-3            eV          km/s          km/s          km/s
06-09-2022 23:25:09.696.855       13.8657       51.8090       708.438      -19.6942       9.93993
06-09-2022 23:25:13.696.862       14.1097       49.9273       705.168      -18.6761       7.52721
06-09-2022 23:25:17.696.869       13.8745       48.5787       703.207      -18.5218       7.42177
06-09-2022 23:25:21.696.876       14.0018       51.7717       704.045      -19.2691       7.32060
06-09-2022 23:25:25.696.883       13.9954       47.4323       699.296      -19.8486       6.32544
06-09-2022 23:25:29.696.890       13.8203       49.6316       696.227      -21.4849       10.1238
06-09-2022 23:25:33.696.897       14.3082       49.9496       694.961      -20.6521       7.71061
06-09-2022 23:25:37.696.904       13.7564       50.1040       695.518      -18.6262       7.09780
06-09-2022 23:25:41.696.911       13.3515       48.7906       696.949      -23.2840       9.59270
06-09-2022 23:25:45.696.918       12.9913       48.7887       698.676      -24.7825       8.41663
06-09-2022 23:25:49.696.925       13.6100       49.9171       700.787      -24.0674       7.18163
06-09-2022 23:25:53.696.932       13.0229       46.9248       698.892      -24.7135       6.02139
06-09-2022 23:25:57.696.939       13.5818       50.1646       697.107      -20.6770       6.48651
06-09-2022 23:26:01.696.946       13.1693       48.8604       698.536      -22.6795       6.61060
06-09-2022 23:26:05.696.953       13.5749       49.6088       699.609      -20.7137       8.22767
06-09-2022 23:26:09.696.960       13.7062       46.9875       700.554      -22.2122       8.66414
06-09-2022 23:26:13.696.967       13.7046       51.2471       706.931      -19.6017       5.42373
06-09-2022 23:26:17.696.974       13.8572       45.1350       697.675      -20.9405       8.55314
06-09-2022 23:26:21.696.981       14.0384       47.9099       701.298      -21.0790       8.27675
06-09-2022 23:26:25.696.988       14.4619       46.5248       696.113      -16.6239       8.04420
06-09-2022 23:26:29.696.995       13.7886       44.4083       693.783      -14.3742       11.6899
06-09-2022 23:26:33.697.001       13.9743       49.3022       703.989      -13.3341       12.5962
06-09-2022 23:26:37.697.008       13.7436       46.9909       699.657      -15.8603       9.89670
06-09-2022 23:26:41.697.015       13.9664       51.2446       697.297      -12.9400       11.6394
06-09-2022 23:26:45.697.022       13.7236       50.9712       697.755      -11.8198       11.1787
06-09-2022 23:26:49.697.029       13.9397       48.2412       692.898      -8.71529       15.4610
06-09-2022 23:26:53.697.036       14.0135       51.1950       699.613      -6.21143       16.2354
06-09-2022 23:26:57.697.043       13.9849       48.1173       699.505      -8.27155       17.6099
06-09-2022 23:27:01.697.050       14.1400       49.5219       701.754      -5.57928       18.7390
06-09-2022 23:27:05.697.057       14.0685       49.0388       698.579      -6.99212       12.8937
06-09-2022 23:27:09.697.064       14.1833       49.7101       701.349      -3.02882       21.2109
06-09-2022 23:27:13.697.071       13.9868       45.5956       698.285      -10.1551       17.9746
06-09-2022 23:27:17.697.078       14.0011       50.7473       699.777      -1.97380       22.9473
06-09-2022 23:27:21.697.085       13.5765       48.8144       700.379      -2.86054       20.5306
06-09-2022 23:27:25.697.092       13.8148       51.3197       701.527      -11.3702       13.0071
06-09-2022 23:27:29.697.099       13.6932       48.2979       700.049      -6.60738       18.4770
06-09-2022 23:27:33.697.106       12.9351       44.7677       703.053      -21.3471       1.03087
06-09-2022 23:27:37.697.113       13.4633       52.5283       710.280      -8.33221       9.78580
06-09-2022 23:27:41.697.120       13.4028       51.6382       708.927      -11.0866       8.63154
06-09-2022 23:27:45.697.127       13.0099       51.9717       710.268      -9.88227       8.60513
06-09-2022 23:27:49.697.134       13.2617       49.0490       709.390      -13.0894       4.97873
06-09-2022 23:27:53.697.141       13.5316       49.5591       706.901      -12.9031       9.57496
06-09-2022 23:27:57.697.148       13.3912       51.0011       705.745      -7.23926       7.44339
06-09-2022 23:28:01.697.155       13.1950       51.5923       707.783      -12.0175       8.28417
06-09-2022 23:28:05.697.162       13.4751       48.6824       705.513      -12.1356       7.53311
06-09-2022 23:28:09.697.169       12.9234       49.0986       706.250      -10.1718       8.78386
06-09-2022 23:28:13.697.176       13.6506       50.8860       710.916      -12.1382       7.79580
06-09-2022 23:28:17.697.182       13.8595       47.9013       703.695      -12.7828       5.61571
06-09-2022 23:28:21.697.190       13.3565       48.3198       709.238      -11.2154       6.31556
06-09-2022 23:28:25.697.196       13.0981       44.5288       705.334      -14.9711       3.49781
06-09-2022 23:28:29.697.203       13.1590       47.8832       707.602      -16.6338       6.86331
06-09-2022 23:28:33.697.210       13.3099       47.1463       704.935      -15.4687       4.75222
06-09-2022 23:28:37.697.217       13.4881       49.4674       710.323      -14.1313       4.83334
06-09-2022 23:28:41.697.224       13.2257       48.6975       707.414      -15.0180    -0.0895580
06-09-2022 23:28:45.697.231       13.0822       51.1146       707.585      -16.7373       2.03666
06-09-2022 23:28:49.697.238       13.2175       49.4855       711.395      -17.1685       4.94612
06-09-2022 23:28:53.697.245       13.7134       49.4296       713.312      -15.6951       3.70712
06-09-2022 23:28:57.697.252       13.4231       48.4844       710.720      -15.4426       6.12902
06-09-2022 23:29:01.697.259       13.4586       50.4003       716.538      -10.8678       5.16337
06-09-2022 23:29:05.697.266       13.6655       50.1677       715.348      -10.6791       3.77603
06-09-2022 23:29:09.697.273       13.7185       53.8699       705.877      -18.3103       1.28411
06-09-2022 23:29:13.697.280       13.4869       49.9244       708.461      -14.2345      -1.99260
06-09-2022 23:29:17.697.287       13.8248       50.7991       705.690      -17.1723      0.465591
06-09-2022 23:29:21.697.294       13.5620       50.9949       703.281      -18.5258      -1.30406
06-09-2022 23:29:25.697.301       13.3466       50.5696       701.137      -19.7636      -3.60651
06-09-2022 23:29:29.697.308       13.7242       53.1206       701.744      -21.8371      -2.46783
06-09-2022 23:29:33.697.315       13.4714       53.6396       700.304      -24.4582      -1.36333
06-09-2022 23:29:37.697.322       14.0946       52.7373       699.070      -22.1623       1.76438
06-09-2022 23:29:41.697.329       13.7179       50.7517       697.123      -28.3456       2.01976
06-09-2022 23:29:45.697.336       14.2489       50.8049       694.688      -20.6974       3.64857
06-09-2022 23:29:49.697.343       14.3118       56.5077       698.716      -19.4861      0.607956
06-09-2022 23:29:53.697.350       13.9739       53.0928       694.016      -21.7525       1.39638
06-09-2022 23:29:57.697.356       13.9030       52.8513       697.138      -24.0356       2.92039
06-09-2022 23:30:01.697.363       13.1490       48.5116       702.918      -21.9767       4.62777
06-09-2022 23:30:05.697.370       13.4882       52.3425       689.283      -31.5492       9.93083
06-09-2022 23:30:09.697.377       13.2603       50.0299       684.648      -33.5779       10.9999
06-09-2022 23:30:13.697.384       13.0601       53.9960       688.881      -32.2990       5.66565
06-09-2022 23:30:17.697.391       12.4441       48.1884       691.064      -31.6799       7.75874
06-09-2022 23:30:21.697.398       13.4044       50.3988       679.955      -31.5815       7.58764
06-09-2022 23:30:25.697.405       12.7878       49.6417       687.964      -28.4842       4.84831
06-09-2022 23:30:29.697.412       12.8074       50.0089       694.455      -24.8065       4.94155
06-09-2022 23:30:33.697.419       13.1477       47.2004       691.343      -29.2158      0.906841
06-09-2022 23:30:37.697.426       13.2510       51.2047       677.841      -44.3278       13.8445
06-09-2022 23:30:41.697.433       13.8540       52.4605       681.881      -40.3996       10.1682
06-09-2022 23:30:45.697.440       13.3738       52.1961       682.121      -39.1605       9.08848
06-09-2022 23:30:49.697.447       12.8850       51.2913       680.207      -40.0255       8.14535
06-09-2022 23:30:53.697.454       12.7735       49.4242       678.240      -47.1692       7.86574
06-09-2022 23:30:57.697.461       12.5714       53.5374       683.535      -50.8132       11.7211
06-09-2022 23:31:01.697.468       14.0028       53.4237       696.056      -19.6610       13.6349
06-09-2022 23:31:05.697.475       12.6966       52.3827       687.778      -53.5110       13.5240
06-09-2022 23:31:09.697.482       13.5148       51.6345       716.557      -18.8631       5.59103
06-09-2022 23:31:13.697.489       13.6453       49.2508       716.006      -22.2596       2.46424
06-09-2022 23:31:17.697.496       13.0760       51.0240       692.289      -44.5554       5.65547
06-09-2022 23:31:21.697.503       13.4927       59.0164       701.589      -38.2383       12.8957
06-09-2022 23:31:25.697.510       13.1638       55.2419       699.932      -31.8522       7.60622
06-09-2022 23:31:29.697.517       13.2178       52.2045       696.894      -37.1848       6.51564
06-09-2022 23:31:33.697.523       13.1832       54.0042       700.551      -42.0328       9.25934
06-09-2022 23:31:37.697.530       12.9986       56.1025       697.961      -45.4729       13.1074
06-09-2022 23:31:41.697.537       13.2871       55.8431       694.957      -50.4410       13.9735
06-09-2022 23:31:45.697.544       13.3227       57.8228       698.981      -47.0511       15.7267
06-09-2022 23:31:49.697.551       13.2952       56.0265       696.121      -48.3455       16.7151
06-09-2022 23:31:53.697.558       13.7149       56.0651       700.048      -38.6314       10.2633
06-09-2022 23:31:57.697.565       13.4133       52.5729       697.824      -38.8558       7.69947
06-09-2022 23:32:01.697.572       13.4561       52.1552       694.158      -39.7224       8.83898
06-09-2022 23:32:05.697.579       13.6437       55.5940       697.249      -34.2839       9.11792
06-09-2022 23:32:09.697.586       13.7022       56.1356       706.717      -28.3110       7.50885
06-09-2022 23:32:13.697.593       13.6039       54.9123       705.216      -29.4011       8.05304
06-09-2022 23:32:17.697.600       13.3842       55.8435       705.418      -20.1423       12.4093
06-09-2022 23:32:21.697.607       12.9135       54.5312       701.959      -34.5707       6.90731
06-09-2022 23:32:25.697.614       13.7893       58.4404       708.695      -30.2211       9.99719
06-09-2022 23:32:29.697.621       13.7019       59.7070       706.301      -26.7674       9.41650
06-09-2022 23:32:33.697.628       13.7802       57.1888       708.946      -29.3886       9.01151
06-09-2022 23:32:37.697.635       13.9271       57.2943       712.509      -26.6017       6.19032
06-09-2022 23:32:41.697.642       13.6231       55.1083       713.998      -30.5219       4.49051
06-09-2022 23:32:45.697.649       14.0565       56.7402       710.295      -29.1082       9.94159
06-09-2022 23:32:49.697.656       13.9185       58.4814       712.156      -27.0428       8.87886
06-09-2022 23:32:53.697.663       13.9901       55.7298       718.190      -26.1751       8.81570
06-09-2022 23:32:57.697.670       13.6062       58.4406       720.404      -21.7606       10.9576
06-09-2022 23:33:01.697.677       13.7334       55.9699       716.615      -24.9815       10.5404
06-09-2022 23:33:05.697.684       14.0484       57.1356       710.628      -26.5622       14.7242
06-09-2022 23:33:09.697.691       14.4149       59.7341       716.786      -13.0934       9.90477
06-09-2022 23:33:13.697.698       14.4396       57.2891       713.182      -18.6402       14.4494
06-09-2022 23:33:17.697.704       14.0224       61.4617       714.911      -20.6375       12.8534
06-09-2022 23:33:21.697.711       14.4270       55.5466       697.810      -28.2967       14.4925
06-09-2022 23:33:25.697.718       14.2519       58.1740       696.681      -27.5344       13.7383
06-09-2022 23:33:29.697.725       14.6636       56.9865       702.511      -30.1020       17.5021
06-09-2022 23:33:33.697.732       14.8248       53.2750       706.667      -30.9146       11.4624
06-09-2022 23:33:37.697.739       14.1011       55.5722       707.737      -31.8475       7.26193
06-09-2022 23:33:41.697.746       13.5103       57.5082       711.881      -29.9744       7.98637
06-09-2022 23:33:45.697.753       14.2765       54.8423       716.533      -34.7352       3.96761
06-09-2022 23:33:49.697.760       14.4329       55.1505       715.671      -20.6512       5.84374
06-09-2022 23:33:53.697.767       14.6429       59.2280       727.015      -14.1102       4.84319
06-09-2022 23:33:57.697.774       14.4587       55.8587       722.888      -9.12803       11.9462
06-09-2022 23:34:01.697.781       14.5931       56.4705       719.789      -13.5829       7.58864
06-09-2022 23:34:05.697.788       14.5297       53.2893       715.119      -11.8520       15.2035
06-09-2022 23:34:09.697.795       14.4864       57.8380       718.203      -12.6847       8.03517
06-09-2022 23:34:13.697.802       14.4766       58.0615       717.377      -8.32879       7.78724
06-09-2022 23:34:17.697.809       14.4328       58.8418       717.770      -9.98592       8.57934
06-09-2022 23:34:21.697.816       14.7535       58.6604       718.003      -5.79935       10.6375
06-09-2022 23:34:25.697.823       14.5303       60.7174       717.874      -7.73418       7.87209
06-09-2022 23:34:29.697.830       14.9619       58.0425       719.732      -8.59016       8.60665
06-09-2022 23:34:33.697.837       14.9055       59.2997       721.057      -7.05100       12.5802
06-09-2022 23:34:37.697.844       15.3327       56.9552       721.100      -4.85570       14.5352
06-09-2022 23:34:41.697.851       14.7776       58.2651       721.325      -5.76131       17.7008
06-09-2022 23:34:45.697.858       14.8848       58.3834       716.461      -11.7671       12.9882
06-09-2022 23:34:49.697.865       14.6240       55.7921       717.343      -13.6788       13.5820
06-09-2022 23:34:53.697.872       14.5395       55.6045       714.467      -13.3552       8.16735
06-09-2022 23:34:57.697.879       14.8024       55.6488       715.620      -12.4231       7.15686
06-09-2022 23:35:01.697.886       14.7966       57.3819       722.069      -8.97777       15.7107
06-09-2022 23:35:05.697.892       15.0533       54.9016       715.728      -10.3070       15.5146
06-09-2022 23:35:09.697.899       14.8681       56.8367       718.430      -14.3440       10.0731
06-09-2022 23:35:13.697.906       14.5206       57.6447       716.958      -15.9352       7.47829
06-09-2022 23:35:17.697.913       15.0469       59.2877       720.613      -14.8379       11.1455
06-09-2022 23:35:21.697.920       15.1277       57.5160       720.024      -12.5779       11.9032
06-09-2022 23:35:25.697.927       15.1825       60.3280       722.044      -8.83945       9.72557
06-09-2022 23:35:29.697.934       14.9408       57.5433       721.130      -7.76278       10.0194
06-09-2022 23:35:33.697.941       15.0750       60.0169       721.632      -7.82348       9.04336
06-09-2022 23:35:37.697.948       15.0761       58.8470       719.781      -5.25825       6.69685
06-09-2022 23:35:41.697.955       15.0598       58.9118       721.631      -4.42384       5.70409
06-09-2022 23:35:45.697.962       14.6719       59.2393       723.389      -9.35659       5.42891
06-09-2022 23:35:49.697.969       14.9560       56.0697       722.039      -7.82828       12.3842
06-09-2022 23:35:53.697.976       15.0032       58.1971       723.108      -6.54995       11.4091
06-09-2022 23:35:57.697.983       15.0421       58.4999       723.915      -3.00187       8.42107
06-09-2022 23:36:01.697.990       14.8879       60.2460       723.513      -6.46693       6.85908
06-09-2022 23:36:05.697.997       15.2345       58.0264       724.641      -12.4349       3.40490
06-09-2022 23:36:09.698.004       14.8492       57.8781       725.478      -11.0051       3.22860
06-09-2022 23:36:13.698.011       15.2559       57.2637       724.259      -9.27221      0.691054
06-09-2022 23:36:17.698.018       14.5138       58.2733       732.482      -16.3367      -4.43867
06-09-2022 23:36:21.698.025       14.9057       57.9400       730.309      -14.6501      -1.47144
06-09-2022 23:36:25.698.032       15.2146       57.9041       711.874      -8.29333       22.4110
06-09-2022 23:36:29.698.039       15.4253       57.2188       709.907      -9.55261       26.7351
06-09-2022 23:36:33.698.046       15.0891       57.9282       714.281      -7.98621       26.5990
06-09-2022 23:36:37.698.052       15.1763       55.4566       710.883      -11.4581       23.7771
06-09-2022 23:36:41.698.059       14.8547       56.2872       709.684      -10.4879       22.9241
06-09-2022 23:36:45.698.066       15.1969       59.1488       715.146      -11.3936       20.3842
06-09-2022 23:36:49.698.073       14.8347       61.0941       722.343      -7.58446       15.9591
06-09-2022 23:36:53.698.080       15.7556       55.9657       708.050      -11.7894       26.0521
06-09-2022 23:36:57.698.087       15.2911       54.1219       706.653      -12.0530       23.2871
06-09-2022 23:37:01.698.094       15.5897       54.6230       710.746      -11.8241       18.7518
06-09-2022 23:37:05.698.101       15.1885       56.4908       709.431      -5.52601       15.0357
06-09-2022 23:37:09.698.108       15.2830       55.9751       705.504      -9.12026       23.8178
06-09-2022 23:37:13.698.115       15.3640       57.5912       710.890      -10.1577       22.1764
06-09-2022 23:37:17.698.122       14.9431       58.0419       709.378      -11.1915       12.3056
06-09-2022 23:37:21.698.129       15.5881       60.0672       714.255      -3.15745       30.0217
06-09-2022 23:37:25.698.136       16.3990       55.8957       706.078      0.622394       21.5840
06-09-2022 23:37:29.698.143       15.2406       59.2687       717.595      -13.0720       9.03747
06-09-2022 23:37:33.698.150       15.6661       60.7747       717.025      -12.0988       6.46792
06-09-2022 23:37:37.698.157       15.3181       58.9317       718.263      -10.6363       3.33949
06-09-2022 23:37:41.698.164       15.2611       61.3633       722.087      -10.7746       6.83185
06-09-2022 23:37:45.698.171       15.3802       61.9565       720.627      -11.4185       2.04141
06-09-2022 23:37:49.698.178       15.3921       59.4113       720.818      -7.37815       6.79286
06-09-2022 23:37:53.698.185       15.3756       60.0101       712.315      -9.70892       8.03721
06-09-2022 23:37:57.698.192       15.1388       58.6258       709.233      -6.80210       10.3528
06-09-2022 23:38:01.698.199       15.0536       61.8137       712.868      -6.08641       15.3767
06-09-2022 23:38:05.698.206       15.3142       61.4640       713.759      -4.85340       13.8064
06-09-2022 23:38:09.698.212       15.7557       61.4567       708.528      -7.00818       13.6110
06-09-2022 23:38:13.698.219       15.6787       62.0393       707.037      -9.41372       17.4179
06-09-2022 23:38:17.698.226       15.8270       60.0516       704.628      -6.74359       20.3390
06-09-2022 23:38:21.698.233       15.8180       60.4052       704.248      -8.23063       23.8148
06-09-2022 23:38:25.698.240       15.9509       57.8651       706.593      -8.14442       24.0559
06-09-2022 23:38:29.698.247       15.5886       58.9232       707.014      -12.4531       18.7505
06-09-2022 23:38:33.698.254       15.3905       62.3140       708.641      -13.4921       27.7748
06-09-2022 23:38:37.698.261       15.8059       60.1131       706.495      -17.5270       32.1165
06-09-2022 23:38:41.698.268       16.1675       63.7171       706.364      -19.0205       31.3132
06-09-2022 23:38:45.698.275       16.1087       57.8395       702.478      -17.1069       32.5038
06-09-2022 23:38:49.698.282       15.8638       57.5734       702.968      -17.6299       30.7948
06-09-2022 23:38:53.698.289       16.2159       61.0020       706.734      -13.9106       30.3271
06-09-2022 23:38:57.698.296       16.0067       61.9184       707.656      -17.5577       31.8836
06-09-2022 23:39:01.698.303       15.7582       60.4087       699.990      -15.5803       30.1985
06-09-2022 23:39:05.698.310       15.8142       63.7799       703.532      -16.3398       30.4660
06-09-2022 23:39:09.698.317       15.8629       58.6186       700.179      -16.6626       33.7642
06-09-2022 23:39:13.698.324       15.7822       62.5014       703.474      -16.5777       32.7878
06-09-2022 23:39:17.698.331       15.5537       63.4823       705.661      -15.9292       33.6230
06-09-2022 23:39:21.698.338       15.2226       60.1328       699.905      -13.8123       35.0154
06-09-2022 23:39:25.698.345       15.1587       64.0682       702.255      -15.6743       34.8401
06-09-2022 23:39:29.698.352       15.0478       62.7383       702.670      -15.7590       33.9275
06-09-2022 23:39:33.698.359       15.2870       60.0395       701.921      -16.3805       32.5727
06-09-2022 23:39:37.698.366       14.9807       56.1830       699.457      -14.0082       30.6933
06-09-2022 23:39:41.698.373       15.0424       59.1761       700.281      -16.1899       33.5242
06-09-2022 23:39:45.698.380       15.1771       63.2518       702.803      -14.2962       35.6936
06-09-2022 23:39:49.698.387       15.7280       59.6263       703.544      -13.2284       33.5014
06-09-2022 23:39:53.698.393       15.1683       61.4688       707.859      -12.0869       30.1152
06-09-2022 23:39:57.698.400       15.2642       57.9854       704.858      -13.5281       32.6916
06-09-2022 23:40:01.698.407       15.4133       62.0712       705.770      -16.1945       34.2708
06-09-2022 23:40:05.698.414       15.1517       63.2111       705.279      -17.5521       33.9439
06-09-2022 23:40:09.698.421       15.1945       58.3605       699.657      -18.0205       35.8991
06-09-2022 23:40:13.698.428       15.0245       58.7951       697.177      -18.2112       35.3259
06-09-2022 23:40:17.698.435       15.0701       63.4204       697.265      -20.1436       37.9207
06-09-2022 23:40:21.698.442       15.2945       60.3772       698.271      -18.6350       37.2557
06-09-2022 23:40:25.698.449       15.5149       59.1380       700.881      -15.5945       33.9356
06-09-2022 23:40:29.698.456       15.4203       59.4220       702.795      -12.6925       30.8229
06-09-2022 23:40:33.698.463       15.6886       64.0268       701.292      -18.8968       36.2698
06-09-2022 23:40:37.698.470       15.6065       58.8560       697.594      -21.4631       37.1997
06-09-2022 23:40:41.698.477       15.3252       58.6234       701.639      -17.4786       33.1867
06-09-2022 23:40:45.698.484       15.5733       60.1242       701.497      -17.4676       33.8298
06-09-2022 23:40:49.698.491       15.4652       59.4598       699.141      -16.9438       33.8642
06-09-2022 23:40:53.698.498       15.2100       59.1901       700.146      -17.7486       35.8163
06-09-2022 23:40:57.698.505       15.4928       62.4742       700.481      -20.2721       37.4547
06-09-2022 23:41:01.698.512       15.0269       59.2965       696.331      -17.8780       34.6202
06-09-2022 23:41:05.698.519       14.9406       59.5068       699.112      -16.9026       35.9129
06-09-2022 23:41:09.698.526       14.7824       59.7697       698.509      -20.4526       37.6199
06-09-2022 23:41:13.698.533       15.2048       56.1900       695.950      -15.4124       35.5629
06-09-2022 23:41:17.698.540       14.8797       55.3219       696.728      -18.8794       37.0454
06-09-2022 23:41:21.698.547       14.8289       55.0707       694.072      -19.1314       36.8886
06-09-2022 23:41:25.698.554       15.3614       57.8205       692.966      -16.8255       36.9786
06-09-2022 23:41:29.698.561       15.0553       60.3787       698.778      -19.1418       39.5517
06-09-2022 23:41:33.698.568       15.0352       56.0425       692.667      -28.8041       45.9953
06-09-2022 23:41:37.698.574       14.4308       53.8660       692.743      -46.6851       50.2321
06-09-2022 23:41:41.698.582       14.0130       52.6801       684.192      -39.5402       50.4057
06-09-2022 23:41:45.698.588       14.2958       57.5850       692.499      -38.3984       52.5912
06-09-2022 23:41:49.698.595       14.4060       59.7919       690.991      -36.7377       48.5717
06-09-2022 23:41:53.698.602       15.0079       60.0396       690.962      -32.8188       49.2457
06-09-2022 23:41:57.698.609       15.0506       55.9349       689.556      -23.8661       46.3202
06-09-2022 23:42:01.698.616       15.8248       51.2428       691.812      -7.44842       48.6618
06-09-2022 23:42:05.698.623       15.3973       51.3314       699.493      -4.06116       46.0911
06-09-2022 23:42:09.698.630       15.2712       52.2816       694.749      -10.6343       50.3741
06-09-2022 23:42:13.698.637       14.8565       51.2213       686.296      -16.6960       54.4283
06-09-2022 23:42:17.698.644       14.3915       51.7448       688.758      -26.9508       60.9610
06-09-2022 23:42:21.698.651       14.1014       55.9933       681.090      -39.1338       55.7639
06-09-2022 23:42:25.698.658       14.2697       51.6884       682.117      -44.0094       58.2523
06-09-2022 23:42:29.698.665       14.2403       53.5688       679.191      -50.0782       59.4336
06-09-2022 23:42:33.698.672       13.9009       52.4788       679.404      -44.1225       57.2086
06-09-2022 23:42:37.698.679       14.5324       53.7683       675.422      -33.7328       53.8478
06-09-2022 23:42:41.698.686       15.4507       55.1259       679.738      -22.7577       42.5457
06-09-2022 23:42:45.698.693       13.0588       53.1794       681.876      -67.9551       60.4177
06-09-2022 23:42:49.698.700       15.2573       54.7661       679.782      -32.6453       51.4872
06-09-2022 23:42:53.698.707       14.5621       57.9222       682.856      -33.7829       48.3224
06-09-2022 23:42:57.698.714       14.4339       55.7723       685.952      -25.6110       45.8855
06-09-2022 23:43:01.698.721       14.5041       58.7318       680.960      -37.7955       45.0956
06-09-2022 23:43:05.698.728       14.4406       57.1442       680.507      -39.3461       51.0643
06-09-2022 23:43:09.698.735       13.0119       55.4711       685.669      -76.0772       58.4726
06-09-2022 23:43:13.698.742       13.2860       53.3595       679.231      -84.7053       58.5409
06-09-2022 23:43:17.698.749       12.0428       54.1833       695.889      -91.1620       48.2922
06-09-2022 23:43:21.698.755       11.8835       52.8013       700.231      -90.1188       49.2281
06-09-2022 23:43:25.698.762       12.1348       55.4683       692.794      -88.4841       51.5064
06-09-2022 23:43:29.698.769       11.9241       54.6040       695.021      -85.2102       48.2904
06-09-2022 23:43:33.698.776       13.0419       58.3789       689.570      -83.9654       55.4110
06-09-2022 23:43:37.698.783       13.1309       56.2952       692.670      -86.0460       56.4841
06-09-2022 23:43:41.698.790       13.5007       58.8233       694.261      -82.8699       54.6144
06-09-2022 23:43:45.698.797       12.2929       58.4428       694.629      -89.2217       51.6815
06-09-2022 23:43:49.698.804       13.5492       62.3979       694.843      -85.7931       56.6278
06-09-2022 23:43:53.698.811       12.9789       60.7787       692.337      -83.5042       57.7615
06-09-2022 23:43:57.698.818       13.2696       61.2636       689.390      -79.5527       58.5195
06-09-2022 23:44:01.698.825       14.0123       64.4527       687.675      -68.0119       57.1123
06-09-2022 23:44:05.698.832       12.7187       62.0651       682.483      -74.9721       62.7702
06-09-2022 23:44:09.698.839       12.9214       57.7082       678.891      -73.2260       64.2794
06-09-2022 23:44:13.698.846       12.6297       59.4143       679.246      -74.0310       64.0468
06-09-2022 23:44:17.698.853       12.5100       56.7022       679.295      -73.5602       71.2182
06-09-2022 23:44:21.698.860       12.2791       58.5815       681.160      -77.1199       64.1107
06-09-2022 23:44:25.698.867       13.0705       64.4810       692.107      -74.4028       58.9129
06-09-2022 23:44:29.698.874       12.9523       58.7248       682.307      -74.5597       60.3905
06-09-2022 23:44:33.698.881       12.8592       62.8138       687.436      -76.2022       58.3160
06-09-2022 23:44:37.698.888       13.2574       80.7885       673.204      -70.7366       79.9223
06-09-2022 23:44:41.698.895       13.2525       60.6427       685.869      -75.3807       61.3494
06-09-2022 23:44:45.698.902       13.1755       60.0270       683.543      -70.0641       56.8570
06-09-2022 23:44:49.698.909       12.9001       60.6861       691.076      -77.3785       57.3897
06-09-2022 23:44:53.698.915       12.4678       62.9857       693.262      -81.2309       58.2832
06-09-2022 23:44:57.698.922       13.0791       57.3410       685.605      -76.1902       60.4779
06-09-2022 23:45:01.698.929       13.1146       56.5582       687.751      -83.4864       58.7474
06-09-2022 23:45:05.698.936       14.9794       59.0008       682.678      -46.3200       59.9729
06-09-2022 23:45:09.698.943       13.4122       56.5419       686.790      -57.1006       65.8430
06-09-2022 23:45:13.698.950       12.9179       60.9239       691.900      -61.3202       63.8220
06-09-2022 23:45:17.698.957       12.6880       58.1079       685.190      -64.3462       67.2285
06-09-2022 23:45:21.698.964       12.9863       59.7924       684.609      -56.6803       59.2029
06-09-2022 23:45:25.698.971       13.2645       58.4473       685.719      -51.9201       54.6049
06-09-2022 23:45:29.698.978       13.6599       60.1274       686.944      -50.0500       56.8985
06-09-2022 23:45:33.698.985       13.5467       55.8528       682.031      -49.3497       63.5176
06-09-2022 23:45:37.698.992       14.5110       59.9594       677.970      -57.3240       72.5753
06-09-2022 23:45:41.698.999       14.1235       56.0900       678.858      -52.7704       67.2765
06-09-2022 23:45:45.699.006       14.1251       56.8697       675.637      -52.5857       69.0952
06-09-2022 23:45:49.699.013       13.6614       55.1627       688.363      -42.1104       66.0792
06-09-2022 23:45:53.699.020       13.0424       56.7481       677.465      -52.8780       64.0433
06-09-2022 23:45:57.699.027       13.8161       53.3447       695.082      -29.7853       64.2522
06-09-2022 23:46:01.699.034       13.7219       54.3688       708.885      -30.4847       59.2074
06-09-2022 23:46:05.699.041       13.1394       58.8873       678.481      -71.7392       62.8482
06-09-2022 23:46:09.699.048       13.2348       57.4150       683.060      -58.5679       64.1971
06-09-2022 23:46:13.699.055       13.0495       59.9793       682.533      -71.3267       69.9454
06-09-2022 23:46:17.699.062       12.9515       61.7561       686.460      -80.7511       71.8737
06-09-2022 23:46:21.699.069       12.7358       55.4645       676.457      -77.3689       64.3169
06-09-2022 23:46:25.699.076       12.8454       59.9895       688.700      -83.0704       71.4675
06-09-2022 23:46:29.699.083       12.6904       59.5895       688.617      -92.7423       68.6093
06-09-2022 23:46:33.699.090       13.1933       57.4800       680.557      -69.4585       61.9844
06-09-2022 23:46:37.699.096       13.0720       59.8978       685.381      -73.2392       58.7506
06-09-2022 23:46:41.699.103       12.5281       56.9544       684.405      -70.8120       58.9945
06-09-2022 23:46:45.699.110       13.2316       59.6802       683.875      -66.1256       58.2616
06-09-2022 23:46:49.699.117       13.5821       55.9675       704.479      -41.5529       42.7998
06-09-2022 23:46:53.699.124       14.0263       55.8203       706.521      -39.2680       44.1828
06-09-2022 23:46:57.699.131       13.4973       57.5036       704.848      -42.0901       42.8659
06-09-2022 23:47:01.699.138       13.7070       57.8342       707.684      -41.7082       42.1699
06-09-2022 23:47:05.699.145       13.7232       55.3287       707.212      -39.5212       40.6500
06-09-2022 23:47:09.699.152       13.5226       52.1833       712.924      -38.2358       30.0875
