EPOCH                             DENSITY   TEMPERATURE        VR_RTN        VT_RTN        VN_RTN
dd-mm-yyyy hh:mm:ss.mil.mic         cm^-3            eV          km/s          km/s          km/s
06-09-2022 23:47:13.699.159       13.5064       53.3881       709.438      -36.0797       28.8066
06-09-2022 23:47:17.699.166       13.0518       53.8735       717.107      -32.8657       16.0784
06-09-2022 23:47:21.699.173       13.4971       53.3205       721.742      -37.7127    -0.0250333
06-09-2022 23:47:25.699.180       13.6754       57.0300       723.002      -36.5760       9.04135
06-09-2022 23:47:29.699.187       13.8611       57.8080       727.579      -40.6345       8.73520
06-09-2022 23:47:33.699.194       13.9526       56.6093       733.318      -35.3020       8.98808
06-09-2022 23:47:37.699.201       13.9449       55.2717       739.193      -32.5323       9.83442
06-09-2022 23:47:41.699.208       14.3173       56.9702       732.475      -33.2745       29.3089
06-09-2022 23:47:45.699.215       14.0121       58.1847       736.458      -28.5634       19.9419
06-09-2022 23:47:49.699.222       14.7329       57.5619       726.766      -40.8185       43.8316
06-09-2022 23:47:53.699.229       14.0487       60.5527       730.436      -38.6278       32.1667
06-09-2022 23:47:57.699.236       13.4499       55.4566       733.735      -38.0584       9.38075
06-09-2022 23:48:01.699.243       14.1596       57.6747       739.800      -31.1210       11.3379
06-09-2022 23:48:05.699.250       14.6303       59.6942       743.565      -31.8012       14.8954
06-09-2022 23:48:09.699.257       13.9844       59.3300       741.148      -44.1375      -2.51292
06-09-2022 23:48:13.699.264       14.6286       56.0704       728.080      -44.0445      -3.41731
06-09-2022 23:48:17.699.271       14.3583       57.2580       750.636      -40.4834     -0.744206
06-09-2022 23:48:21.699.278       14.9124       57.1521       748.140      -48.0428     -0.889835
06-09-2022 23:48:25.699.284       13.1007       53.3297       745.387      -47.4073       16.1355
06-09-2022 23:48:29.699.291       12.8874       53.1594       749.692      -47.8031       10.0248
06-09-2022 23:48:33.699.298       14.6863       58.0866       750.339      -57.7812       2.36860
06-09-2022 23:48:37.699.305       13.9021       57.4871       750.705      -65.4863      -4.02352
06-09-2022 23:48:41.699.312       14.2176       57.2751       750.079      -51.8576       9.18539
06-09-2022 23:48:45.699.319       14.0928       57.7237       740.712      -52.9065       16.0813
06-09-2022 23:48:49.699.326       14.1873       55.4669       753.494      -61.8642     0.0646714
06-09-2022 23:48:53.699.333       14.0977       57.5304       757.627      -65.5967       6.88239
06-09-2022 23:48:57.699.340       13.1316       54.9178       758.121      -57.1305       3.66250
06-09-2022 23:49:01.699.347       14.0154       59.4413       758.588      -62.8681       5.68475
06-09-2022 23:49:05.699.354       14.4967       57.7715       754.720      -64.0731       6.66024
06-09-2022 23:49:09.699.361       14.0161       56.1666       755.061      -66.0455       3.19406
06-09-2022 23:49:13.699.368       14.7258       58.1764       759.642      -62.8326       3.49767
06-09-2022 23:49:17.699.375       14.2600       59.9437       761.620      -67.7765       1.63770
06-09-2022 23:49:21.699.382       14.9935       60.7930       758.776      -61.9729       5.53120
06-09-2022 23:49:25.699.389       14.4195       56.9169       759.718      -56.4800       6.85555
06-09-2022 23:49:29.699.396       14.3437       56.2557       757.472      -51.9217       9.70103
06-09-2022 23:49:33.699.403       14.1142       55.4294       759.662      -51.2386       8.53371
06-09-2022 23:49:37.699.410       14.7466       57.9552       757.929      -51.3711       8.73591
06-09-2022 23:49:41.699.417       13.5741       55.0327       754.433      -57.7107       5.62600
06-09-2022 23:49:45.699.424       13.1700       54.9562       751.694      -71.0181      0.869061
06-09-2022 23:49:49.699.431       13.1993       56.4382       753.641      -67.1240       4.78627
06-09-2022 23:49:53.699.438       13.4374       54.3891       753.424      -69.2376       6.94580
06-09-2022 23:49:57.699.445       13.6757       54.8301       758.370      -73.1543       3.93071
06-09-2022 23:50:01.699.452       13.3865       52.8211       759.918      -77.3688       9.17454
06-09-2022 23:50:05.699.458       13.1042       52.3931       758.431      -77.2143       9.57855
06-09-2022 23:50:09.699.465       13.4467       55.3984       763.403      -74.6091       11.1948
06-09-2022 23:50:13.699.472       13.9402       53.4577       758.545      -84.3333       10.2288
06-09-2022 23:50:17.699.479       13.5659       50.8398       753.248      -84.6825       10.4155
06-09-2022 23:50:21.699.486       13.7192       50.4372       752.712      -86.7602       10.8426
06-09-2022 23:50:25.699.493       14.0221       49.4722       751.650      -82.6049       7.94410
06-09-2022 23:50:29.699.500       13.6825       49.3375       750.171      -84.6138       6.92091
06-09-2022 23:50:33.699.507       13.8015       49.1726       753.138      -86.7021       6.52376
06-09-2022 23:50:37.699.514       14.0626       49.4152       757.566      -85.6102       8.33850
06-09-2022 23:50:41.699.521       14.1569       50.0309       755.511      -82.0497       10.2316
06-09-2022 23:50:45.699.528       13.9242       51.6806       745.245      -87.5751       11.1736
06-09-2022 23:50:49.699.535       13.5071       51.0303       758.759      -92.8883       1.62089
06-09-2022 23:50:53.699.542       13.9470       59.0691       759.707      -92.9243       5.25888
06-09-2022 23:50:57.699.549       13.7443       49.5526       763.781      -82.6314       9.45279
06-09-2022 23:51:01.699.556       13.0271       51.3215       765.933      -78.5881      0.963678
06-09-2022 23:51:05.699.563       13.2764       52.5028       753.728      -76.6941       2.82909
06-09-2022 23:51:09.699.570       13.2957       52.7415       767.417      -83.8155       7.65149
06-09-2022 23:51:13.699.577       13.0094       48.7209       769.451      -82.1967       3.72153
06-09-2022 23:51:17.699.584       13.1979       49.2330       764.478      -80.7104       13.1940
06-09-2022 23:51:21.699.591       13.4877       53.2800       766.658      -86.8536       7.99859
06-09-2022 23:51:25.699.597       13.2229       50.9652       765.977      -87.2764       11.1816
06-09-2022 23:51:29.699.604       13.1780       51.2617       759.604      -78.8490       9.04620
06-09-2022 23:51:33.699.611       13.3648       50.8031       747.904      -76.1203       4.49030
06-09-2022 23:51:37.699.618       14.3794       56.0739       756.807      -75.6575       14.8024
06-09-2022 23:51:41.699.625       13.7455       52.8943       755.829      -78.4912       19.0414
06-09-2022 23:51:45.699.632       14.0068       52.1578       757.545      -78.0388       3.52501
06-09-2022 23:51:49.699.639       13.8259       55.1167       767.789      -80.2328       7.16363
06-09-2022 23:51:53.699.646       14.0465       56.3724       769.096      -73.4109       12.4104
06-09-2022 23:51:57.699.653       13.9565       55.4938       760.087      -86.6711       5.43893
06-09-2022 23:52:01.699.660       13.9165       51.2806       757.758      -78.2624      0.567400
06-09-2022 23:52:05.699.667       14.2030       54.5124       757.038      -95.5882       10.4830
06-09-2022 23:52:09.699.674       14.0563       55.4902       766.608      -74.2582       4.27273
06-09-2022 23:52:13.699.681       13.8830       58.5111       779.722      -78.5646       22.4979
06-09-2022 23:52:17.699.688       14.0051       61.4483       771.738      -73.7245       9.99004
06-09-2022 23:52:21.699.695       14.1872       57.7237       775.331      -76.4822       8.75958
06-09-2022 23:52:25.699.702       13.6980       54.9907       777.302      -82.8621       11.8935
06-09-2022 23:52:29.699.709       14.0959       57.1366       775.774      -77.3027       12.9842
06-09-2022 23:52:33.699.716       13.8376       55.0229       774.706      -75.2958       9.10335
06-09-2022 23:52:37.699.723       14.5157       61.0224       797.673      -92.5377       33.6755
06-09-2022 23:52:41.699.730       13.7607       56.8943       770.932      -74.5016       5.90938
06-09-2022 23:52:45.699.737       14.0555       59.0901       784.131      -76.4408       12.1360
06-09-2022 23:52:49.699.744       14.2813       60.9786       772.842      -65.4096       9.13216
06-09-2022 23:52:53.699.751       14.1678       57.8353       770.120      -67.1508       1.58087
06-09-2022 23:52:57.699.758       13.7830       57.3827       775.428      -74.5830     -0.350684
06-09-2022 23:53:01.699.765       13.5204       57.8516       772.482      -70.1544      0.312016
06-09-2022 23:53:05.699.772       14.1133       59.0235       775.457      -66.8696       1.72903
06-09-2022 23:53:09.699.779       13.5973       58.4677       714.902      -76.7342      -4.67912
06-09-2022 23:53:13.699.785       13.3842       56.4747       729.778      -70.6733       5.24360
06-09-2022 23:53:17.699.792       13.7159       60.5943       774.155      -71.7118      -1.32926
06-09-2022 23:53:21.699.799       13.9501       57.9607       773.389      -70.6427       10.4852
06-09-2022 23:53:25.699.806       14.0484       50.0724       740.996      -66.9156       11.4978
06-09-2022 23:53:29.699.813       14.0069       54.2829       765.745      -70.5620       6.39620
06-09-2022 23:53:33.699.820       14.1543       50.9537       767.669      -76.5730     -0.266102
06-09-2022 23:53:37.699.827       14.1822       54.3734       740.478      -79.3673       58.1155
06-09-2022 23:53:41.699.834       14.4268       58.9017       754.757      -69.7084       43.8479
06-09-2022 23:53:45.699.841       13.9185       52.3987       756.925      -68.3852       40.0237
06-09-2022 23:53:49.699.848       14.1892       54.3067       728.644      -81.4904       57.2497
06-09-2022 23:53:53.699.855       13.8649       53.8429       731.093      -90.6157       59.2810
06-09-2022 23:53:57.699.862       14.5032       54.3750       748.389      -67.7367       41.6010
06-09-2022 23:54:01.699.869       14.8679       57.0565       740.004      -71.5258       48.0003
06-09-2022 23:54:05.699.876       14.8577       52.5454       747.371      -72.2558       46.3928
06-09-2022 23:54:09.699.883       14.9826       57.9224       758.965      -72.8372       20.5440
06-09-2022 23:54:13.699.890       14.4953       59.9448       748.873      -88.8113       57.2635
06-09-2022 23:54:17.699.897       14.2385       59.7869       739.415      -94.5578       54.2426
06-09-2022 23:54:21.699.904       13.9383       51.8794       742.854      -89.2392       54.9581
06-09-2022 23:54:25.699.911       13.7290       51.9484       744.217      -91.2919       58.8381
06-09-2022 23:54:29.699.918       13.8268       54.3404       741.803      -92.8173       54.9822
06-09-2022 23:54:33.699.925       13.4986       55.9105       742.680      -95.4166       52.9030
06-09-2022 23:54:37.699.932       13.8807       56.6003       745.752      -93.5610       59.1147
06-09-2022 23:54:41.699.939       14.5798       53.9927       736.889      -86.2391       60.6618
06-09-2022 23:54:45.699.946       14.3226       58.3234       733.882      -110.462       47.7971
06-09-2022 23:54:49.699.953       13.6114       60.9800       735.609      -133.001       41.3800
06-09-2022 23:54:53.699.960       13.3310       64.6868       733.320      -138.266       47.0009
06-09-2022 23:54:57.699.966       12.8585       60.1925       729.991      -140.868       47.5008
06-09-2022 23:55:01.699.974       12.6138       57.4226       729.407      -138.024       58.8758
06-09-2022 23:55:05.699.980       12.6235       56.4974       729.050      -132.363       64.0730
06-09-2022 23:55:09.699.987       12.7316       59.6990       731.422      -133.112       63.0861
06-09-2022 23:55:13.699.994       12.0431       55.5565       739.101      -112.843       50.9662
06-09-2022 23:55:17.700.001       11.9746       55.9759       738.430      -119.307       46.0348
06-09-2022 23:55:21.700.008       12.2083       56.3835       740.312      -112.355       43.4828
06-09-2022 23:55:25.700.015       11.6452       56.9277       738.114      -121.765       40.7617
06-09-2022 23:55:29.700.022       12.3302       57.7084       740.235      -124.947       47.5706
06-09-2022 23:55:33.700.029       12.1696       57.6355       737.827      -127.736       53.9192
06-09-2022 23:55:37.700.036       12.3754       54.0288       736.063      -124.637       58.8947
06-09-2022 23:55:41.700.043       9.45603       50.5449       758.981      -94.4115       31.2407
06-09-2022 23:55:45.700.050       9.49742       50.2037       759.226      -92.5473       30.0652
